id	tokens
1634	JBoss A-MQ 6.1 Getting Started Part 2
1635	The Intelligent, Integrated Shipping Company: JBoss Enterprise Business Rules Management System
1636	[DevNation Live] Fat Jar Smackdown - James Falkner
1637	Update your Database Schema with Zero Downtime Migrations
1638	[DevNation Live] Why you’re going to fail running Java on Docker
1639	[DevNation Live] Domain Driven Design for Mere Mortals - Justin Holmes
1640	The Reactive Landscape - Clement Escoffier | DevNation Live
1641	Big Data In Action with Infinispan - Galder Zamarreno | DevNation Live
1642	Sidecars and a Microservices Mesh | DevNation Live
1643	Kubernetes for Java developers | DevNation Live
1644	Going Reactive with Java - Burr Sutter | DevNation Live
1645	Ep. 1: Input Validation (2 of 2)
1646	Ep. 4: Security Mentality (2 of 2)
1647	Ep. 4: Security Mentality (1 of 2)
1648	Ep. 3: Authorization
1649	Ep. 2: Numeric Errors
1650	Ep. 1: Input Validation (1 of 2)
1651	Introduction to Eclipse Che - Brad Micklea
1652	Introduction to Eclipse Microprofile - Cesar Saavedra
1653	Minishift
1654	Java Applications with Visual Studio - Gorkem Ercan
1655	Fat Jar Smackdown -  James Falkner
1656	Openshift Introduction - Diogenes Rettori
1657	Introduction to Red Hat Open Innovation Labs, by Michael Walker
1658	Clustering Eclipse Vert.x - From 0 to Clustering in seconds, by Deven Philips
1659	Easily secure your Spring Boot applications with Keycloak - Part 2
1660	Easily secure your Spring Boot applications with Keycloak - Part 1
1661	Paul Cormier at Red Hat Summit 2017: Cloud-native apps in a hybrid world
1662	Dawn of the citizen developer: Low-code application development made easy
1663	How to handle the complexity of migrating to microservices from 10 years of monolithic code
1664	A container-platform approach to digital transformation and DevOps
1665	Modernizing application deployments with OpenShift Container Platform
1666	From monolith to containers: How Verizon containerized legacy applications on OpenShift
1667	From legacy to microservices: Lessons learned on the road to success by Miles & More
1668	12 factors to cloud success
1669	Angular 4 & Fabric8: Scale your front-end development team
1670	MicroProfile: Optimizing Java EE for a microservices architecture
1671	An overview and roadmap of Red Hat Development Suite
1672	Reactive systems with Eclipse Vert.x and Red Hat OpenShift
1673	Monitoring Java application performance using Thermostat
1674	Run .NET and SQL Server natively on Linux with OpenShift
1675	Bringing Red Hat benefits to Spring Boot and Spring Cloud
1676	Reproducible development to live applications with Java and Red Hat CDK
1677	The app is written—I wonder what the users will think
1678	Developing cloud-ready Camel microservice
1679	Microservices and OpenShift with .NET Core and .NET Standard 2.0
1680	Converging insightful, data-led applications with traditional web applications
1681	Building secure IoT solutions
1682	An open platform to support digital transformation
1683	Open Service Broker API: Enabling microservices in the enterprise
1684	Scaling Agile in a large matrixed organization
1685	Mastering deployments with Kubernetes & OpenShift
1686	Achieving deployment excellence with OpenShift.io
1687	The power of cloud workspaces in OpenShift.io
1688	Increasing developer confidence and reducing development risk with OpenShift.io analytics
1689	An introduction to OpenShift.io, an end-to-end OpenShift development platform in the cloud
1690	Red Hat Developer Program - Ken Finnigan
1691	Red Hat Developer Program - Thomas Qvarnstrom
1692	Red Hat Developer Program - Geoffrey De Smet
1693	Red Hat Developer Program - Dan Walsh
1694	Red Hat Developer Program - Brian Leathem & Leslie Hinson
1695	Red Hat Developer Program - James Kirkland
1696	Red Hat Developer Program - Clement Escoffier
1697	Red Hat Developer Program - Sanne Grinovero
1698	Red Hat Developer Program - Don Schenck
1699	Red Hat Developer Program - Edson Yanaga
1700	Red Hat Developer Program - Sebastien Blanc
1701	Red Hat Developer Program - Eric Schabell
1702	Keycloak: A New Open Source Authentication Server
1703	DevNation afternoon general session
1704	DevNation Morning General Session (Raw and un-cut)
1705	DevNation Afternoon General Session
1706	2012 Red Hat Summit: Achieving top network performance
1707	2012 Red Hat Summit: Part1; Performance Analysis & Tuning of Red Hat Enterprise Linux
1708	Accelerate DevOps with Red Hat Consulting and  OpenShift Enterprise by Red Hat
1709	Deploying MongoDB using Linux containers
1710	Engineering VP talks RHEL 6 features
1711	Manage resources for HPC workloads with Red Hat Enterprise Linux 7
1712	Red Hat Mobile Application Platform Overview Demo
1713	Red Hat Enterprise Linux 7: Insights into its planning
1714	ING services Poland transforms its data center with Red Hat solutions
1715	Evolving Today’s Organization for Mobile Excellence
1716	Intro to OpenShift Express (Fedora)
1717	Installing software using YUM – Red Hat System Administration I (RH124)
1718	Red Hat Enterprise Linux 7: Redefining the Enterprise OS
1719	Linux containers and application isolation - Cockpit and Docker system resource management
1720	Red Hat CEO on RHEL 6
1721	Deploy HPC workloads in Linux containers with Red Hat Enterprise Linux Atomic Host
1722	Identity management in Red Hat Enterprise Linux
1723	Red Hat Enterprise Linux networking updates -- NetworkManager CLI
1724	In Their Own Words: Introducing Red Hat Enterprise Linux 7 Beta | Part One
1725	In Their Own Words: Introducing Red Hat Enterprise Linux 7 Beta | Part Two
1726	tw telecom: Performance, supportability & availability improvements with Red Hat Enterprise Linux
1727	Cox Enterprises Trusts in Red Hat: A Red Hat Customer Success Story
1728	Linux containers and application isolation - Using Cockpit with Docker
1729	Conquer IT Costs
1730	Deploy applications in a Linux container with Red Hat JBoss EAP
1731	Deploying Red Hat Enterprise Linux OpenStack Platform with Packstack and Foreman
1732	Standardize on Red Hat Enterprise Linux
1733	Managing Red Hat Enterprise Linux OpenStack Platform
1734	2014 Red Hat Summit: Introduction to Red Hat Enterprise Linux OpenStack Platform
1735	Fedora 14: Fedora to Red Hat Enterprise Linux
1736	Deploying Oracle databases in Linux containers
1737	Systemd Service & Resource Management in Red Hat Enterprise Linux
1738	2012 Red Hat Summit: Build a PaaS using Open Source Software
1739	API Mapper & Forms Data Sources
1740	DAA Mobile App
1741	Red Hat Enterprise Linux installer -- Active Directory domain
1742	Red Hat Enterprise Linux 7 - Docker Overview
1743	Red Hat Enterprise Linux stability and reliability
1744	NUMA Programming on Red Hat Enterprise Linux 6, Pt 1 - Introduction to NUMA
1745	Manage IT resources with cgroups (demo)
1746	RHEL6: Performance highlights
1747	Red Hat OpenShift express demo
1748	2012 Red Hat Summit: Part 2; Performance Analysis & Tuning of Red Hat Enterprise Linux
1749	JBoss Platform-as-a-Service (PaaS)
1750	Secure-24 partners with Red Hat to support billion-dollar entities
1751	Product Overviews: Using Systemtap
1752	Coming May 15, 2012: Celebrate 10 years of Red Hat Enterprise Linux
1753	Red Hat and Cisco: The future is open
1754	Red Hat gives Adobe a flexible IT canvas
1755	FICO Analytic Cloud brings analytics to the masses with OpenShift Enterprise by Red Hat
1756	2012 Red Hat Summit: Red Hat Enterprise Virtualization overview
1757	How code makes it into Red Hat Enterprise Linux
1758	FeedHenry and Telefonica Digital: Where Mobile Meets Cloud
1759	2012 Red Hat Summit: Red Hat Enterprise Linux 6 AD Integration/Samba Clusters Overview
1760	2012 Red Hat Summit: How Red Hat OpenShift Achieves Multi-Tenancy in the Cloud
1761	How to Build Drag and Drop App Forms in Minutes on FeedHenry3
1762	Red Hat Taste of Training: Managing SELinux modes on your system
1763	Red Hat OpenShift flex demo
1764	IT Professionals worldwide are getting certified on Red Hat OpenStack Platform
1765	Open Sourcing The Enterprise: Ten Years Of Red Hat Enterprise Linux
1766	2012 Red Hat Summit: Clustered Applications with Red Hat Enterprise Linux 6
1767	Red Hat OpenShift Enterprise Use Case Animation
1768	MongoDB and modern agile development
1769	JBoss EAP 7 Management Console Overview
1770	Appcelerator relies on Red Hat
1771	Effectively scale by maximizing efficiency through the cloud
1772	FICO builds for the future with Red Hat OpenShift on OpenStack
1773	The OpenShift Ecosystem: Red Hat Customer Success Stories
1774	Continuous Integration with Puppet and OpenShift
1775	FeedHenry Mobile App Platform Integration with Airwatch MDM
1776	Webinar: Yankee Research on How New Mobile Platform Approaches Deliver Better Return on Mobility
1777	Get Your Mobile Enterprise Apps to Market Faster
1778	Using Java EE 6 with OpenShift Express running JBoss AS 7 (all 8 segments in one video)
1779	Red Hat Mobile Application Platform - Teams and Collaboration
1780	FeedHenry Mobile App Platform
1781	How to Build an App in Minutes on Red Hat's Mobile App Platform
1782	Using JBoss EAP 7 with Red Hat OpenShift Container Platform
1783	Starting Red Hat CDK and OpenShift 3 in JBoss Developer Studio 9.1
1784	Offline CLI with JBoss EAP 7
1785	Get started with JBoss EAP 7, using JBoss Developer Studio 10
1786	Deploy Docker images on OpenShift 3 with Red Hat Developer Studio
1787	Docker+Kubernetes+OpenShift Demo
1788	Cross datacenter replication and disaster recovery with Red Hat JBoss Data Grid
1789	Quick Tour #1: JBoss BRMS Easy Install Project
1790	Apache Spark iBeacon Tracking
1791	TI SensorTag to Lightblue Bean via Intel Edison MQTT
1792	Red Hat Mobile Application Platform overview demo
1793	Paul Cormier & Burr Sutter Day 2 Keynote - Red Hat Summit 2016 - #theCUBE #RHSummit
1794	Getting Started with JBoss Enterprise Application Platform 7
1795	Getting started with JBoss EAP 7 Beta
1796	CDK2 installation walk through
1797	How to Integrate MBaaS Services with Backend Systems
1798	Demonstrating the JBoss Fuse SAP Tool Suite Preview
1799	Installing the JBoss Fuse SAP Tool Suite
1800	The IoT Gateway Dream Team: Eclipse Kura & Apache Camel
1801	Red Hat: Open Playground
1802	Devoxx4Kids Day at JavaOne 2014
1803	Java EE 7 at Bratislava JUG
1804	Database Migrations with Flyway - Java EE Hanginar
1805	Red Hat JBoss Unified Push Server Introduction
1806	AeroGear Push 101
1807	Developing a Push enabled Cordova Applications using Aerogear Push Server with JBoss Dev. Studio
1808	JUDCon 2012 - The Future of the Enterprise Service Bus at JBoss
1809	Red Hat Summit 2010 promo
1810	Focus On: JBoss Enterprise Business Rules Management System 5.3 (BRMS)
1811	2012 Red Hat Summit: Part 1, Red Hat Enterprise Linux Roadmap
1812	NYSE Euronext Depends on JBoss: A Red Hat Customer Success Story
1813	Focus On: JBoss Enterprise Portal Platform
1814	JUDCon 2012 - OpenShift State of the Union
1815	Heidelberg becomes Interactive Using Red Hat and JBoss: A Red Hat Customer Success Story
1816	Simplify with JBoss Enterprise SOA
1817	Open - JBoss Enterprise SOA Platform 5
1818	2012 JBoss World: Craig Muzilla, Mark Little middleware keynote
1819	Recap: 2011 Red Hat Summit and JBoss World
1820	JUDCon 2012 - jBPM & Drools Go Enterprise
1821	2012 Red Hat Summit: An Overview of Red Hat Cloud & Systems Management Portfolio
1822	JUDCon 2012 - Modular Java EE in the Cloud
1823	JUDCon 2012 - Mobilize your application using JBoss
1824	Paul Daugherty keynote (2011 Red Hat Summit & JBoss World)
1825	2012 Red Hat Summit: Build an Intelligent, Integrated Enterprise with Red Hat & JBoss
1826	Mix well: 2011 Red Hat Summit and JBoss World
1827	2012 Red Hat Summit: Red Hat Cloud - Present, Future & Benefits
1828	JBoss ON: Management simplified
1829	JBoss Enterprise Portal Platform 5.0 demo
1830	Paul Cormier keynote: We've changed the world (2011 Red Hat Summit & JBoss World)
1831	JUDCon 2012 - Deep Dive into Your Business Processes using jBPM
1832	Jim Whitehurst keynote (2011 Red Hat Summit & JBoss World)
1833	JUDCon 2012 - Enterprise Services Made Easy with SwitchYard
1834	Home mortgage origination demo with JBoss Enterprise Middleware
1835	Travel Channel: A Red Hat Customer Success Story
1836	The Intelligent, Integrated Healthcare System
1837	Sprint Relies on Red Hat
1838	2012 Red Hat Summit: Building Your Next Generation IT Infrastructure with Red Hat
1839	INTTRA relies on Red Hat
1840	2012 Red Hat Summit: Part 2, Red Hat Enterprise Linux Roadmap
1841	Roche relies on Red Hat
1842	tw telecom: How to increase productivity & performance with Red Hat JBoss Middleware
1843	2012 Red Hat Summit: New & More Effective Management for JBoss Enterprise Middleware
1844	2012 Red Hat Summit: Jim Whitehurst, Red Hat Keynote
1845	What's on Brian's mind? - Opening the cloud
1846	2012 Red Hat Summit: Brian Stevens, Red Hat keynote
1847	Enabling JBoss for operations
1848	Infosys Finacle Lite powered by Red Hat Enterprise Linux and Jboss Middleware
1849	JUDCon 2012 - Pages from the Bad Day at Work Diary (Tattletale)
1850	Craig Muzilla keynote - JBoss Everywhere: Better for the Enterprise. Ready for the Cloud.
1851	Lew Tucker keynote: Cloud computing with Red Hat & Cisco (2011 Red Hat Summit & JBoss World)
1852	Steve Dietch keynote: Build and manage clouds (2011 Red Hat Summit & JBoss World)
1853	American Psychological Association: A Red Hat Customer Success Story
1854	2012 Red Hat Summit: Tuning & Benchmarking JBoss Enterprise Application Platform Session Clustering
1855	JBoss Enterprise Middleware overview
1856	John Newton keynote: Content - A Story (2011 Red Hat Summit & JBoss World)
1857	Affordable - JBoss Enterprise SOA Platform 5
1858	2012 Summit Promo
1859	Brian Stevens keynote (2011 Red Hat Summit & JBoss World)
1860	General Hugh Shelton keynote (2011 Red Hat Summit & JBoss World)
1861	Simplifying JBoss administration
1862	Inna Kuznetsova keynote (2011 Red Hat Summit & JBoss World)
1863	Intro to OpenShift Express (Mac)
1864	JavaOne 2012: Polyglot Something Something
1865	JavaOne 2012: Ike Eating Ice Cream Sandwich
1866	JavaOne 2012: Leveraging jQuery plugins to create JSF Components
1867	JavaOne 2012: The JBoss Data Grid, or Enterprise-grade Infinispan
1868	JavaOne 2012: Today's Rapid Java EE Development: Live Coding from Scratch to Deployment
1869	JavaOne 2012: CDI in the browser. Wait! What?
1870	JavaOne 2012: Native Mobile Development with AeroGear, and Apache Cordova
1871	JavaOne 2012: Introduction to JBoss Developer Framework
1872	JavaOne 2012: Zero to app in 30 minutes
1873	JavaOne 2012: Mobile JSF with RichFaces
1874	Red Hat JBoss xPaaS services for OpenShift
1875	JavaOne 2012: OSGi in AS7
1876	JavaOne 2012: The Arquillian Universe
1877	JavaOne 2012: BRMS 5.3 Overview
1878	JavaOne 2012: No sweat with JBoss Data Grid
1879	Intro to OpenShift Express (Windows)
1880	JUDCon 2012 - jRuby On Steroids: Why invokedynamic is a Game-Changer
1881	JUDCon 2102 - DYNJS: (Almost) 100% invokedynamic Javascript Implementation
1882	JavaOne 2012: SOA in a SwitchYard World
1883	JavaOne 2012: JPA vs NoSQL: face the conflict with Hibernate OGM
1884	JUDCon 2012 - Web-Based BPM with jBPM5
1885	JavaOne 2012: Ease into Cloud with JBoss EAP 6
1886	JavaOne 2012: In-Browser Storage and JAX-RS Clients: Typesafe Edition
1887	JBoss Data Grid: Performance test on a 500 node cluster
1888	Red Hat Software Collections - Langdon White
1889	Red Hat Enterprise Linux Atomic Host - Mike McGrath
1890	Red Hat Enterprise Linux - Denise Dumas
1891	Red Hat JBoss Enterprise Application Platform - Dimitris Andreadis
1892	Red Hat Software Collections - Dan Courcy
1893	Microservices - Mark Little
1894	Red Hat JBoss Data Grid - Divya Mehra
1895	Red Hat JBoss Fuse - Hiram Chirino
1896	Red Hat Development Suite - Todd Mancini
1897	Containers  - Matt Hicks
1898	Red Hat JBoss BPM Suite - Prakash Aradhya
1899	Red Hat JBoss BPM Suite - Kris Verlaenen
1900	Red Hat Container Development Kit - Lalatendu Mohanti
1901	Business Resource Planner - Geoffrey De Smet
1902	Red Hat JBoss BRMS - Mark Proctor
1903	Red Hat JBoss Data Grid - Syed Rasheed
1904	Red Hat JBoss Data Virtualization - Kim Palko
1905	Red Hat Mobile Application Platform - Mícheál Ó Foghlú
1906	Red Hat Mobile Application Platform - John Frizzelle
1907	Red Hat Developer Toolset - Matt Newsome
1908	JBoss A-MQ - Dave Ingham
1909	Run Your Java EE Apps with WildFly Swarm in Oracle Application Container Cloud
1910	Go Reactive with Vert x in Oracle Application Container Cloud
1911	Introduction to OpenShift
1912	Microservices for Java Developers (Christian Posta)
1913	Microservices with Kubernetes, Docker, and Jenkins  (Rafael Benevides, Christian Posta)
1914	Reactive Distributed Applications with Vertx
1915	Refactoring your Code with Java 8  Functional Programming to the Rescue
1916	Microservices and How WildFly Swarm Can Play a Part
1917	Java and DevOps Supercharge your Delivery Pipeline with Containers (Edson Yanaga)
1918	CDI 2 is coming (Antoine Sabot Durand)
1919	High Performance Apache Spark using In Memory Data - Thomas Qvarnström
1920	Intro to Microservices (Burr Sutter)
1921	7 Java EE7 Things You Can Do With JBoss EAP7
1922	Dockerized System Testing, with a Dash of Chaos (Aslak Knutsen, Bartosz Majsak)
1923	Kubernetes for Java Developers (Edson Yanaga, Rafael Benevides)
1924	Openshift Enterprise 3 Walk-Through With Docker And Kubernetes (Grant Shipley)
1925	Developing and Deploying Cloud-Native Apps as Resilient Microservices Architectures (Edson Yanaga)
1926	IPaaS 2.0: Fuse Integration Services (Robert Davies, Keith Babo)
1927	Software Collections: Easy Access To The Cutting Edge (Langdon White)
1928	Scaling In-Memory Data Grid Automatically With Kubernetes (Ray Tsang)
1929	Red Hat Mobile Application Platform: A Walk-Through (Cian Clarke)
1930	Putting The 'M' In MBaaS (Jay Balunas)
1931	Optimizing Code For Modern Processors (William Cohen)
1932	7 Must-Try User Experience Tactics For Developers (Tiffany Nolan & Catherine Robson)
1933	Agile Is A Four-Letter Word (Jen Krieger)
1934	Analyzing Java Applications Using Thermostat (Omair Majid)
1935	Building Progressive Web Apps (Kyle Buchanan)
1936	Fabric8-Ing Continuous Improvement - Kubernetes/Jenkins Pipeline (James Rawlings & James Strachan)
1937	How To Get The Most Out Of Your Hibernate (Ståle Pedersen)
1938	Tracking Huge Files With Git LFS (Tim Pettersen)
1939	Ultimate DevOps: OpenShift Dedicated With CloudBees Jenkins Platform (Andy Pemberton)
1940	Shenandoah GC: Java Without The Garbage Collection Hiccups (Christine Flood)
1941	Meet The Assertable Chaos Monkeys For Your Docker System (Aslak Knutsen & Bartosz Majsak)
1942	JavaScript: The New Parts (Joshua Wilson, Red Hat & Michael Clayton)
1943	.NET And Java And Containers: It’S A Brave New World (Don Schenck)
1944	Full Stack Development With Node.Js And NoSQL (Nic Raboy & Arun Gupta)
1945	Cryptography: What Every Application Developer Needs To Know (Bruno Oliveira)
1946	Java 9 Modularity In Action (Paul Bakker & Sander Mak)
1947	Vert.X: Microservices Were Never So Easy (Clement Escoffier)
1948	Containers: Under The Hood (Vincent Batts)
1949	Developing In Python On Red Hat Platforms (Nick Coghlan & Graham Dumpleton)
1950	From Object-Oriented To Functional-Domain Modeling (Mario Fusco)
1951	Building Reactive Applications With Node.Js Data Grid (Galder Zamarreño & Divya Mehra)
1952	A Quick Guide To .NET Development On Red Hat Enterprise Linux (Rick Wagner)
1953	Boost Development With Java EE7 On EAP7 (Demitris Andreadis)
1954	Developer Meet Designer (Andres Galante & Brian Leathem)
1955	Decomposing A Java EE Monolith Into WildFly Swarm Microservices
1956	DevOps Moves To Production (Lori MacVittie)
1957	Learning From Astronauts How To Be Better Developers (Sam Atkinson)
1958	Push It. Push It Good: Continuous Integration And Deployment For The People (Andrew Lee Rubinger)
1959	You've Got Microservices... Let's Secure Them
1960	An Introduction To Node.Js For Java Developers (Richard Rodger)
1961	Monitoring Application-Specific Behavior Using Thermostat And Byteman (Andrew Dinn)
1962	Mobile, Microservices, And Containers (John Frizelle)
1963	CDK 2.0: Docker, Kubernetes, And OSE On Your Desk (Langdon White)
1964	Developing With OpenShift Without The Build Waits (Peter Larsen)
1965	An Introduction To Eclipse Che: A Next-Generation Java IDE (Tyler Jewell)
1966	Write Powerful Javascript Modules To Make Your Apps DRY (Brian Leathem)
1967	Getting started on .NET for Red Hat Developer Program (Jon Galloway & Scott Hunter)
1968	Open Source IoT Gateway: A Tale Of Eclipse Kura, Apache Camel, And Rhiot (Henryk Konsek)
1969	Drools 7.X Happenings And Roadmap (Mark Proctor)
1970	Afternoon General Session (Part 2)
1971	Afternoon General Session (Part 1)
1972	DevNation 2016 KeyNote
1973	OpenShift Commons Briefing: Operational Dashboard for OpenShift V3 and Kubernetes
1974	OpenShift Commons Briefing: Using OpenShift as a Mobile Backend John Frizelle (Red Hat)
1975	OpenShift Commons Briefing: CI/CD Workflows on OpenShift with Tom Trahan and Avi Cavale(Shippable)
1976	OpenShift Commons Briefing: OpenShift V3 Beta 4 Traing on Operation Workflow
1977	OpenShift Commons Briefings: Metering MicroServices on OpenShift with 6Fusion's Delano Seymour
1978	OpenShift Commons Briefing: OpenShift V3 Beta 3 Training Session with Erik Jacobs (Red Hat)
1979	OpenShift Commons Briefing: Continuous Development with JRebel on OpenShift
1980	OpenShift Commons Briefing: Scheduling Pods for High Availability with Abhishek Gupta (Red Hat)
1981	OpenShift Commons Briefing: OpenShift and Monitoring with Thomas Wiest (Red Hat)
1982	OpenShift Commons Briefing: OpenShift V3 Features Update with Joe Fernandes
1983	OpenShift Commons Briefing  with Mike Barrett V3 Update
1984	OpenShift Commons Briefing: OpenShift V3 And Storage (Mark Turansky)
1985	OpenShift Commons Briefing: Networking and OpenShift V3 with Clayton Coleman
1986	OpenShift Commons Briefing on Operations @OpenShift Online with Adam Miller
1987	WebSphere Application Server on Red Hat OpenShift Enterprise
1988	OpenShift Origin Community Hangout: Getting Started with ElasticSearch on OpenShift
1989	OpenShift Origin Community Hangout: Sync Diff Project & Persistence
1990	OpenShift Origin Community Hangout: HA Puppet Modules explained
1991	Zero To Cloud: Revolutionize your Application Lifecycle with OpenShift FISL15  May 2014
1992	Building OpenShift Cartridges in Spanish w/ English Slides by Alex Oviedo FISL15 May 2014
1993	The GetUpCloud Story: OpenShift Origin PaaS in Action FISL15 May 2014 Porto Alegre Brasil
1994	OpenShift Origin Community Hour: Using OpenShift Cartridges at Jelastic
1995	Part 2: Drupal in the Cloud with OpenShift NYCCampDrupal 2014-04-10 Part 2
1996	Drupal in the Cloud with OpenShift NYCCampDrupal 2014-04-10 Part 1
1997	OpenShift and Microsoft .NET in Action
1998	OpenShift Origin Community Hangout: DotNet on OpenShift
1999	OpenShift Origin Weekly Hangout: OpenShift Origin at GetUpCloud
2000	OpenShift Origin Weekly Community Hangout: The Heat is On!
2001	OpenShift Origin Weekly Community Hangout: Identity Mgmt with Dmitri Pal
2002	OpenShift Origin Community Hangout: Solum Update with Clayton Coleman & Chris Alfonso
2003	OpenShift Origin Community Hangout: A Conversation with the OpenShift UX Design team
2004	OpenShift Origin Community Hangout: Theming the Console with Steve Goodwin
2005	OpenShift Origin Community Hangout: SCLs and OpenShift
2006	OpenShift Origin Community Hangout: Sneak Peak at OpenShift Orign Index Project
2007	Behind-the-scenes of .NET on Red Hat Enterprise Linux
2008	Red Hat Booth at Devoxx Belgium 2015
2009	JRuby 9000 by Charles Nutter
2010	From object oriented to functional domain modeling by Mario Fusco
2011	vert.x 3 - be reactive on the JVM but not only in Java by Clement Escoffier/Paulo Lopes
2012	CDI 2.0 is coming by Antoine Sabot-Durand/José Paumard
2013	Process-driven applications: let BPM do (some of) your work by Kris Verlaenen
2014	Doing Open Source (The Right Way) by Charles Nutter
2015	Hit the plumber - develop a realtime web application with vert.x 3 by Clement Escoffier/Paulo Lopes
2016	Docker Tooling for JavaEE Developers by Xavier Coulon
2017	fabric8 - Java developer tools for Kubernetes and OpenShift by Roland Huß
2018	JBoss@JavaOne 2014: Java and Mongo for a fun mapping experience - Steve Citron-Pousty
2019	JBoss@JavaOne 2014: Going Native: Bringing FFI to the JVM - Charles Nutter
2020	JBoss@JavaOne 2014: Ceylon's fast-growing ecosystem - Stephane Epardaud
2021	JBoss@JavaOne 2014: Test ride of the Arquillian Universe - A. Knutsen & B. Majsak
2022	JBoss@JavaOne 2014: Building Java EE Applications FAST - George Gastaldi & Lincoln Baxter
2023	JBoss@JavaOne 2014: Automatically scaling Java applications in the cloud - Steve Pousty
2024	JBoss@JavaOne 2014: The Path to CDI 2.0 - Antoine Sabot-Durand
2025	JBoss@JavaOne 2014: Scaling Your Database With Infinispan - Mircea Markus
2026	JBoss@JavaOne 2014: Develop Modern Java Web Applications w/ Java EE7 - Grant Shipley
2027	JBoss@JavaOne 2014: Developing Modern Mobile Applications - Sebastien Blanc
2028	JBoss@JavaOne 2014: Mythbusters: ORMs and SQL - Good or Bad? - Emmanuel Bernard
2029	Developer Interview (#DI18) - Rafael Benevides about Docker for Java EE Developers
2030	Developer Interview (#DI16) with Veer (@VeerMuchandi) Docker, OpenShift Enterprise v3, Kubernetes
2031	Thomas Qvarnstrom (@tqvarnst) Continuous Delivery with Docker Containers and Java EE
2032	Developer Interview (#DI17) with Alex Soto (@alexsotob) Arquillian, Docker and Testing In Containers
2033	Developer Interview (#DI15) with Niko Köbler (@dasniko) Java EE and Node.js Performance
2034	Developer Interview (#DI13) Vlad Mihalcea (@vlad_mihalcea) about High Performance Hibernate
2035	Developer Interview (#DI14) Corinne Krych (@corinnekrych) about Swift, AeroGear, OAuth and Keycloak
2036	Developer Interview (#DI 12) - Henryk Konsek (@hekonsek) about Camel on Docker
2037	Developer Interview (#DI 11) - Stuart Douglas (@stuartwdouglas) about WildFly9 and Undertow
2038	Developer Interview (#DI 10) - Gorkem Ercan (@gorkemercan) about Mobile Dev with JBDS and Cordova
2039	Developer Interview (#DI 9) - Antoine Sabot-Durand (@antoine_sd) about CDI 2.0 and Java EE 8
2040	Matthias Wessendorf (@mwessendorf) about Openshift, Aerogear and how to bring Java EE to Mobiles
2041	Developer Interview (#DI 8) - The Red Hat Devoxx Keynote Demo Team explains it all
2042	Geert Schuring (@geertschuring) about Fuse, Tinkerforge with Apache Camel and Open Source
2043	Developer Interview (#DI 5) Jeff Genender (@jgenender) about Apache, Karaf, Data and Integration
2044	Developer Interviews (#DI 4) Stan Lewis (@gashcrumb) about #hawtio
2045	Developer Interviews (#DI 3) Christian Posta (@christianposta) on fabric8
2046	Developer Interviews (DI 2) Claus Ibsen About all Things Camel
2047	NetBeans Now Knows WildFly
2048	JavaOne 2015 - Jason Porter - Standardized Extension-Building in Java EE with CDI and JCA
2049	JavaOne 2015 - Aslak Knutsen - Taming Microservices Testing with Arquillian
2050	JavaOne 2015 -  Rafael Benevides & Markus Eisele -  Docker for Java EE Developers
2051	JavaOne 2015 - Christine Flood -  Shenandoah: An Ultralow-Pause-Time Garbage Collector for OpenJDK
2052	JavaOne 2015 -  Rafael Benevides -  Apache DeltaSpike, the CDI Toolbox
2053	JavaOne 2015 - Ryan Jarvinen - Introduction to OpenShift v3
2054	JavaOne 2015 - Sebastien Blanc - Securing Web Applications: A Practical Guide
2055	JavaOne 2015 - Ken Finnigan - WildFly Swarm and Netflix OSS: The Perfect Union?
2056	JavaOne 2015 - Sanne Grinovero - Apache Lucene for Java EE Developers
2057	JavaOne 2015 - Ken Finnigan -  Java EE 7 Applications as a Microservice with WildFly Swarm
2058	JavaOne 2015 - Max Rydahl Andersen -  Docker & OpenShift Tooling for Eclipse
2059	JavaOne 2015 - Sebastien Blanc - Building a Mobile Application in 24 Minutes
2060	Helloworld Microservices Introduction
2061	2015 JBoss Red Hat Keynote Demo
2062	DevNation 2014 - Jack Britton & Kenny Peeples - Using Red Hat JBoss Fuse on OpenShift
2063	DevNation 2014 - Mark McLoughlin & Monty Taylor - Focus on Continuous Integration
2064	DevNation 2014 - Anton Arhipov - 1000 years of productivity: The JRebel Story
2065	DevNation 2014 - Michael Cirioli & Anil Saldhana - Securing Java Apps with PicketLink & JBoss EAP
2066	DevNation 2014 - Adam Miller & Mike McGrath - OpenShift Origin to OpenShift Online
2067	DevNation 2014 - Lukáš Fryč - Mobile Web Development: Workflow and Best Practices
2068	DevNation 2014 - Stan Lewis - hawtio: The Extensible Console for Managing Your Java Stuff
2069	DevNation 2014 - Mauricio Leal - Enhancing Mobile User Experience with WebSocket
2070	DevNation 2014 - Will Cohen - Recipes to Analyze Common Performance Issues
2071	DevNation 2014 - Paul Bakker - OSGi by Example
2072	DevNation 2014 - Colin Charles - MariaDB for DevOps
2073	DevNation 2014 - Markus Eisele - JavaScript on Java EE
2074	DevNation 2014 - Brian Leathem - Hands-on with the jQuery UI Widget Factory
2075	DevNation 2014 - Grant Shipley - Full-stack Javascript from Mobile to Cloud
2076	DevNation 2014 - Donnie Berkholz - Distros Failed Us. Now What?
2077	DevNation 2014 - Mike Milinkovich - Browser-Based Development and the Internet of Things
